TMU ID, Legacy TMU ID, Site Name,,,,,,,,,
233C060F5CC92DDDE053802011AC0D83,30016383,TMU Site 9956/1 on link A1081 westbound between A505/B653 and M1 J10; GPS Ref: 509008;218723; Westbound,,,,,,,,,
,,,,,,,,,,,
Local Date, Local Time, Day Type ID, Total Carriageway Flow, Total Flow vehicles less than 5.2m, Total Flow vehicles 5.21m - 6.6m, Total Flow vehicles 6.61m - 11.6m, Total Flow vehicles above 11.6m, Speed Value, Quality Index, Network Link Id, NTIS Model Version
2016-06-17,23:44:00,4,236,215,6,10,5,78.84,15,200110536,4
2016-06-17,23:59:00,4,199,184,7,3,5,78.98,15,200110536,4
2016-06-18,0:14:00,4,141,130,2,4,5,79.28,15,200110536,4
2016-06-18,0:29:00,4,177,168,6,1,2,80.2,15,200110536,4
2016-06-18,0:44:00,4,208,187,8,3,10,79.24,15,200110536,4
2016-06-18,0:59:00,4,247,223,12,6,6,79.64,15,200110536,4
2016-06-18,1:14:00,5,152,137,6,6,3,79.87,15,200110536,4
2016-06-18,1:29:00,5,134,126,3,3,2,81.03,15,200110536,4
2016-06-18,1:44:00,5,134,121,3,5,5,81.62,15,200110536,4
2016-06-18,1:59:00,5,133,120,6,4,3,79.98,15,200110536,4
2016-06-18,2:14:00,5,131,114,5,8,4,79.91,15,200110536,4
2016-06-18,2:29:00,5,89,77,8,4,0,80.78,15,200110536,4
2016-06-18,2:44:00,5,63,53,4,3,3,80.97,15,200110536,4
2016-06-18,2:59:00,5,43,35,2,3,3,81.15,15,200110536,4
2016-06-18,3:14:00,5,61,53,0,5,3,78.37,15,200110536,4
2016-06-18,3:29:00,5,44,35,3,3,3,79.33,15,200110536,4
2016-06-18,3:44:00,5,68,58,4,2,4,79.89,15,200110536,4
2016-06-18,3:59:00,5,90,83,3,4,0,81.58,15,200110536,4
2016-06-18,4:14:00,5,108,95,4,3,6,81.37,15,200110536,4
2016-06-18,4:29:00,5,132,117,8,3,4,81.59,15,200110536,4
2016-06-18,4:44:00,5,171,158,8,5,0,78.84,15,200110536,4
2016-06-18,4:59:00,5,157,139,9,4,5,80.24,15,200110536,4
2016-06-18,5:14:00,5,199,173,12,7,7,80.2,15,200110536,4
2016-06-18,5:29:00,5,252,227,13,6,6,79.09,15,200110536,4
2016-06-18,5:44:00,5,251,222,18,8,3,78.13,15,200110536,4
2016-06-18,5:59:00,5,254,222,26,4,2,79.57,15,200110536,4
2016-06-18,6:14:00,5,297,247,36,8,6,78.93,15,200110536,4
2016-06-18,6:29:00,5,286,261,17,8,0,79.94,15,200110536,4
2016-06-18,6:44:00,5,326,299,18,5,4,79.81,15,200110536,4
2016-06-18,6:59:00,5,329,283,34,9,3,78.31,15,200110536,4
2016-06-18,7:14:00,5,332,291,24,10,7,77.96,15,200110536,4
2016-06-18,7:29:00,5,376,332,34,7,3,78.75,15,200110536,4
2016-06-18,7:44:00,5,339,305,21,5,8,77.66,15,200110536,4
2016-06-18,7:59:00,5,308,276,19,9,4,79.4,15,200110536,4
2016-06-18,8:14:00,5,375,347,18,6,4,78.39,15,200110536,4
2016-06-18,8:29:00,5,405,365,19,12,9,78,15,200110536,4
2016-06-18,8:44:00,5,449,409,21,10,9,78.63,15,200110536,4
2016-06-18,8:59:00,5,467,433,14,11,9,78.26,15,200110536,4
2016-06-18,9:14:00,5,443,404,24,8,7,76.72,15,200110536,4
2016-06-18,9:29:00,5,443,405,21,7,10,76.33,15,200110536,4
2016-06-18,9:44:00,5,434,393,18,15,8,77.18,15,200110536,4
2016-06-18,9:59:00,5,403,372,17,5,9,79.48,15,200110536,4
2016-06-18,10:14:00,5,423,394,17,10,2,78.78,15,200110536,4
2016-06-18,10:29:00,5,408,378,18,8,4,79.13,15,200110536,4
2016-06-18,10:44:00,5,431,403,17,7,4,78.05,15,200110536,4
2016-06-18,10:59:00,5,426,403,11,5,7,78.25,15,200110536,4
2016-06-18,11:14:00,5,441,401,21,14,5,78.11,15,200110536,4
2016-06-18,11:29:00,5,432,400,18,14,0,79.11,15,200110536,4
2016-06-18,11:44:00,5,404,376,14,9,5,78.34,15,200110536,4
2016-06-18,11:59:00,5,400,382,12,6,0,78.19,15,200110536,4
2016-06-18,12:14:00,5,442,407,19,8,8,79.86,15,200110536,4
2016-06-18,12:29:00,5,445,414,17,11,3,78.78,15,200110536,4
2016-06-18,12:44:00,5,486,450,20,8,8,77.96,15,200110536,4
2016-06-18,12:59:00,5,435,409,14,9,3,80.82,15,200110536,4
2016-06-18,13:14:00,5,436,416,11,1,8,79.53,15,200110536,4
2016-06-18,13:29:00,5,447,431,11,3,2,77.87,15,200110536,4
2016-06-18,13:44:00,5,456,430,14,5,7,79.84,15,200110536,4
2016-06-18,13:59:00,5,462,439,14,6,3,79.47,15,200110536,4
2016-06-18,14:14:00,5,522,490,22,6,4,78.22,15,200110536,4
2016-06-18,14:29:00,5,464,437,14,6,7,79.32,15,200110536,4
2016-06-18,14:44:00,5,460,430,19,6,5,79.11,15,200110536,4
2016-06-18,14:59:00,5,383,362,14,3,4,79.58,15,200110536,4
2016-06-18,15:14:00,5,427,401,17,7,2,78.43,15,200110536,4
2016-06-18,15:29:00,5,434,412,12,3,7,79.37,15,200110536,4
2016-06-18,15:44:00,5,430,408,14,5,3,78.67,15,200110536,4
2016-06-18,15:59:00,5,387,371,12,2,2,79.11,15,200110536,4
2016-06-18,16:14:00,5,385,355,21,1,8,80.29,15,200110536,4
2016-06-18,16:29:00,5,443,420,13,6,4,78.69,15,200110536,4
2016-06-18,16:44:00,5,416,395,12,3,6,79.26,15,200110536,4
2016-06-18,16:59:00,5,406,383,18,4,1,79.58,15,200110536,4
2016-06-18,17:14:00,5,429,409,14,5,1,79.36,15,200110536,4
2016-06-18,17:29:00,5,432,409,20,1,2,79.58,15,200110536,4
2016-06-18,17:44:00,5,432,410,10,4,8,78.84,15,200110536,4
2016-06-18,17:59:00,5,427,410,11,4,2,78.41,15,200110536,4
2016-06-18,18:14:00,5,462,439,10,4,9,79.37,15,200110536,4
2016-06-18,18:29:00,5,390,374,11,5,0,79.97,15,200110536,4
2016-06-18,18:44:00,5,386,377,7,0,2,78.33,15,200110536,4
2016-06-18,18:59:00,5,310,293,10,3,4,80.12,15,200110536,4
2016-06-18,19:14:00,5,332,318,8,3,3,80.36,15,200110536,4
2016-06-18,19:29:00,5,351,332,12,5,2,80.08,15,200110536,4
2016-06-18,19:44:00,5,300,289,8,1,2,80.51,15,200110536,4
2016-06-18,19:59:00,5,273,261,7,5,0,79.67,15,200110536,4
2016-06-18,20:14:00,5,276,254,10,7,5,79.87,15,200110536,4
2016-06-18,20:29:00,5,280,261,8,5,6,79.8,15,200110536,4
2016-06-18,20:44:00,5,240,233,2,2,3,81.85,15,200110536,4
2016-06-18,20:59:00,5,280,266,9,3,2,81.46,15,200110536,4
2016-06-18,21:14:00,5,256,243,3,4,6,81.97,15,200110536,4
2016-06-18,21:29:00,5,284,268,8,8,0,80.54,15,200110536,4
2016-06-18,21:44:00,5,263,247,9,5,2,79.87,15,200110536,4
2016-06-18,21:59:00,5,190,180,7,1,2,79.42,15,200110536,4
2016-06-18,22:14:00,5,195,179,7,4,5,81.21,15,200110536,4
2016-06-18,22:29:00,5,195,181,7,5,2,80.35,15,200110536,4
2016-06-18,22:44:00,5,206,185,14,2,5,79.51,15,200110536,4
2016-06-18,22:59:00,5,193,181,5,3,4,80.77,15,200110536,4
2016-06-18,23:14:00,5,130,122,2,4,2,79.85,15,200110536,4
2016-06-18,23:29:00,5,152,145,5,1,1,77.72,15,200110536,4
2016-06-18,23:44:00,5,170,156,6,3,5,80.28,15,200110536,4
2016-06-18,23:59:00,5,174,164,3,1,6,80.3,15,200110536,4
2016-06-19,0:14:00,5,211,202,4,4,1,79.95,15,200110536,4
2016-06-19,0:29:00,5,266,257,4,4,1,78.44,15,200110536,4
2016-06-19,0:44:00,5,232,226,3,2,1,79.71,15,200110536,4
2016-06-19,0:59:00,5,221,207,7,4,3,78.19,15,200110536,4
2016-06-19,1:14:00,6,186,172,8,5,1,79.79,15,200110536,4
2016-06-19,1:29:00,6,151,144,3,3,1,79.96,15,200110536,4
2016-06-19,1:44:00,6,138,132,3,1,2,80.3,15,200110536,4
2016-06-19,1:59:00,6,127,117,4,3,3,79,15,200110536,4
2016-06-19,2:14:00,6,133,119,9,4,1,81.78,15,200110536,4
2016-06-19,2:29:00,6,116,109,4,3,0,81.05,15,200110536,4
2016-06-19,2:44:00,6,102,90,5,1,6,79.97,15,200110536,4
2016-06-19,2:59:00,6,71,70,0,1,0,80.72,15,200110536,4
2016-06-19,3:14:00,6,97,85,5,2,5,78.88,15,200110536,4
2016-06-19,3:29:00,6,64,60,3,1,0,80.1,15,200110536,4
2016-06-19,3:44:00,6,68,61,3,2,2,81.02,15,200110536,4
2016-06-19,3:59:00,6,97,87,8,2,0,81.2,15,200110536,4
2016-06-19,4:14:00,6,92,80,6,1,5,80.85,15,200110536,4
2016-06-19,4:29:00,6,109,103,3,0,3,80.68,15,200110536,4
2016-06-19,4:44:00,6,124,116,6,0,2,79.59,15,200110536,4
2016-06-19,4:59:00,6,131,116,11,3,1,78.94,15,200110536,4
2016-06-19,5:14:00,6,172,157,12,2,1,81.15,15,200110536,4
2016-06-19,5:29:00,6,168,151,10,2,5,78.87,15,200110536,4
2016-06-19,5:44:00,6,213,190,17,4,2,80.15,15,200110536,4
2016-06-19,5:59:00,6,174,159,12,0,3,79.6,15,200110536,4
2016-06-19,6:14:00,6,210,189,15,0,6,79.77,15,200110536,4
2016-06-19,6:29:00,6,223,201,18,1,3,79.85,15,200110536,4
2016-06-19,6:44:00,6,260,236,15,3,6,79.01,15,200110536,4
2016-06-19,6:59:00,6,239,222,12,3,2,79.76,15,200110536,4
2016-06-19,7:14:00,6,265,247,9,5,4,78.53,15,200110536,4
2016-06-19,7:29:00,6,313,283,24,5,1,78.05,15,200110536,4
2016-06-19,7:44:00,6,322,306,14,2,0,77.57,15,200110536,4
2016-06-19,7:59:00,6,276,254,12,5,5,78.8,15,200110536,4
2016-06-19,8:14:00,6,302,273,18,7,4,78.64,15,200110536,4
2016-06-19,8:29:00,6,308,291,9,5,3,78.01,15,200110536,4
2016-06-19,8:44:00,6,368,343,15,2,8,80.94,15,200110536,4
2016-06-19,8:59:00,6,379,351,12,5,11,80.89,15,200110536,4
2016-06-19,9:14:00,6,367,341,13,5,8,79.27,15,200110536,4
2016-06-19,9:29:00,6,343,318,17,4,4,78.8,15,200110536,4
2016-06-19,9:44:00,6,378,346,19,6,7,78.33,15,200110536,4
2016-06-19,9:59:00,6,374,340,23,7,4,78.34,15,200110536,4
2016-06-19,10:14:00,6,331,309,12,6,4,78.2,15,200110536,4
2016-06-19,10:29:00,6,404,379,13,6,6,77.76,15,200110536,4
2016-06-19,10:44:00,6,393,378,8,4,3,78.81,15,200110536,4
2016-06-19,10:59:00,6,408,387,11,5,5,77.58,15,200110536,4
2016-06-19,11:14:00,6,443,417,12,6,8,77.87,15,200110536,4
2016-06-19,11:29:00,6,430,412,8,7,3,78.32,15,200110536,4
2016-06-19,11:44:00,6,417,397,9,6,5,78.86,15,200110536,4
2016-06-19,11:59:00,6,419,401,11,4,3,78.93,15,200110536,4
2016-06-19,12:14:00,6,478,463,10,3,2,76.21,15,200110536,4
2016-06-19,12:29:00,6,451,433,7,4,7,78.65,15,200110536,4
2016-06-19,12:44:00,6,482,457,15,3,7,78.42,15,200110536,4
2016-06-19,12:59:00,6,444,429,9,2,4,77.6,15,200110536,4
2016-06-19,13:14:00,6,483,453,20,6,4,78.28,15,200110536,4
2016-06-19,13:29:00,6,425,412,9,3,1,78.6,15,200110536,4
2016-06-19,13:44:00,6,446,430,7,2,7,77.87,15,200110536,4
2016-06-19,13:59:00,6,441,422,6,8,5,78.3,15,200110536,4
2016-06-19,14:14:00,6,482,464,9,3,6,78.22,15,200110536,4
2016-06-19,14:29:00,6,447,426,11,3,7,77.56,15,200110536,4
2016-06-19,14:44:00,6,486,473,9,2,2,78.03,15,200110536,4
2016-06-19,14:59:00,6,463,441,12,7,3,77.78,15,200110536,4
2016-06-19,15:14:00,6,518,492,12,11,3,78.32,15,200110536,4
2016-06-19,15:29:00,6,464,441,9,6,8,78.17,15,200110536,4
2016-06-19,15:44:00,6,414,388,17,4,5,78.9,15,200110536,4
2016-06-19,15:59:00,6,412,397,8,5,2,78.13,15,200110536,4
2016-06-19,16:14:00,6,436,413,11,4,8,78.77,15,200110536,4
2016-06-19,16:29:00,6,513,491,12,5,5,78.6,15,200110536,4
2016-06-19,16:44:00,6,520,494,18,3,5,78.7,15,200110536,4
2016-06-19,16:59:00,6,469,446,11,5,7,78.32,15,200110536,4
2016-06-19,17:14:00,6,511,490,9,9,3,77.78,15,200110536,4
2016-06-19,17:29:00,6,527,493,21,5,8,76.68,15,200110536,4
2016-06-19,17:44:00,6,439,421,11,4,3,77.97,15,200110536,4
2016-06-19,17:59:00,6,466,448,10,6,2,77.58,15,200110536,4
2016-06-19,18:14:00,6,468,442,14,6,6,78.19,15,200110536,4
2016-06-19,18:29:00,6,548,523,16,8,1,75.84,15,200110536,4
2016-06-19,18:44:00,6,488,464,14,5,5,76.69,15,200110536,4
2016-06-19,18:59:00,6,438,417,11,4,6,77.39,15,200110536,4
2016-06-19,19:14:00,6,459,435,14,4,6,78.91,15,200110536,4
2016-06-19,19:29:00,6,437,416,14,4,3,77.58,15,200110536,4
2016-06-19,19:44:00,6,484,454,18,8,4,76.9,15,200110536,4
2016-06-19,19:59:00,6,451,428,22,0,1,77.45,15,200110536,4
2016-06-19,20:14:00,6,435,418,10,2,5,77.1,15,200110536,4
2016-06-19,20:29:00,6,463,434,18,6,5,76.7,15,200110536,4
2016-06-19,20:44:00,6,384,354,14,3,13,78.48,15,200110536,4
2016-06-19,20:59:00,6,356,338,11,1,6,77.68,15,200110536,4
2016-06-19,21:14:00,6,340,314,15,2,9,79.07,15,200110536,4
2016-06-19,21:29:00,6,336,323,7,5,1,78.78,15,200110536,4
2016-06-19,21:44:00,6,297,279,11,6,1,79.78,15,200110536,4
2016-06-19,21:59:00,6,218,200,7,3,8,79.62,15,200110536,4
2016-06-19,22:14:00,6,249,231,10,1,7,77.62,15,200110536,4
2016-06-19,22:29:00,6,263,246,12,3,2,78.04,15,200110536,4
2016-06-19,22:44:00,6,226,213,5,3,5,78.99,15,200110536,4
2016-06-19,22:59:00,6,158,150,3,2,3,78.59,15,200110536,4
2016-06-19,23:14:00,6,174,168,3,2,1,79.14,15,200110536,4
2016-06-19,23:29:00,6,240,225,9,3,3,79.96,15,200110536,4
2016-06-19,23:44:00,6,204,188,9,3,4,78.86,15,200110536,4
2016-06-19,23:59:00,6,196,181,6,6,3,79.1,15,200110536,4
2016-06-20,0:14:00,6,216,193,11,8,4,78,15,200110536,4
2016-06-20,0:29:00,6,245,228,8,4,5,80.15,15,200110536,4
2016-06-20,0:44:00,6,209,196,3,2,8,81.06,15,200110536,4
2016-06-20,0:59:00,6,199,183,10,1,5,78.92,15,200110536,4
2016-06-20,1:14:00,0,194,178,3,5,8,78.01,15,200110536,4
2016-06-20,1:29:00,0,128,109,12,2,5,79.46,15,200110536,4
2016-06-20,1:44:00,0,107,94,7,1,5,79.64,15,200110536,4
2016-06-20,1:59:00,0,76,62,6,3,5,79.63,15,200110536,4
2016-06-20,2:14:00,0,94,86,1,5,2,79.28,15,200110536,4
2016-06-20,2:29:00,0,129,121,5,3,0,81.6,15,200110536,4
2016-06-20,2:44:00,0,95,80,10,0,5,77.97,15,200110536,4
2016-06-20,2:59:00,0,49,42,3,0,4,79.46,15,200110536,4
2016-06-20,3:14:00,0,80,69,1,3,7,80.63,15,200110536,4
2016-06-20,3:29:00,0,101,94,3,1,3,79.7,15,200110536,4
2016-06-20,3:44:00,0,87,83,1,1,2,80.26,15,200110536,4
2016-06-20,3:59:00,0,80,70,4,1,5,79.83,15,200110536,4
2016-06-20,4:14:00,0,100,85,3,6,6,80.75,15,200110536,4
2016-06-20,4:29:00,0,137,120,8,5,4,80.46,15,200110536,4
2016-06-20,4:44:00,0,153,136,12,4,1,80.53,15,200110536,4
2016-06-20,4:59:00,0,194,160,21,8,5,80,15,200110536,4
2016-06-20,5:14:00,0,212,188,15,5,4,78.55,15,200110536,4
2016-06-20,5:29:00,0,296,256,23,12,5,76.54,15,200110536,4
2016-06-20,5:44:00,0,418,376,35,3,4,76.39,15,200110536,4
2016-06-20,5:59:00,0,514,448,48,14,4,74.14,15,200110536,4
2016-06-20,6:14:00,0,593,504,67,17,5,75.72,15,200110536,4
2016-06-20,6:29:00,0,557,490,54,6,7,69.79,15,200110536,4
2016-06-20,6:44:00,0,451,385,37,15,14,50.68,15,200110536,4
2016-06-20,6:59:00,0,485,420,33,19,13,40.96,15,200110536,4
2016-06-20,7:14:00,0,398,337,25,17,19,35.63,15,200110536,4
2016-06-20,7:29:00,0,327,250,22,31,24,21.86,15,200110536,4
2016-06-20,7:44:00,0,322,252,16,22,32,18.67,15,200110536,4
2016-06-20,7:59:00,0,331,270,18,13,30,23.02,15,200110536,4
2016-06-20,8:14:00,0,334,271,21,10,32,17.58,15,200110536,4
2016-06-20,8:29:00,0,344,279,13,21,31,16.32,15,200110536,4
2016-06-20,8:44:00,0,359,295,16,20,28,14.53,15,200110536,4
2016-06-20,8:59:00,0,379,301,22,28,28,25.4,15,200110536,4
2016-06-20,9:14:00,0,423,362,13,24,24,39.45,15,200110536,4
2016-06-20,9:29:00,0,409,348,33,13,15,39.39,15,200110536,4
2016-06-20,9:44:00,0,303,230,18,22,33,20.63,15,200110536,4
2016-06-20,9:59:00,0,397,343,18,14,22,49.25,15,200110536,4
2016-06-20,10:14:00,0,404,338,31,23,12,67.16,15,200110536,4
2016-06-20,10:29:00,0,430,352,32,26,20,67.94,15,200110536,4
2016-06-20,10:44:00,0,407,335,33,29,10,68,15,200110536,4
2016-06-20,10:59:00,0,365,304,30,19,12,73.13,15,200110536,4
2016-06-20,11:14:00,0,328,277,24,16,11,75.73,15,200110536,4
2016-06-20,11:29:00,0,349,293,25,24,7,72.03,15,200110536,4
2016-06-20,11:44:00,0,318,270,21,18,9,74.66,15,200110536,4
2016-06-20,11:59:00,0,325,264,25,20,16,73.05,15,200110536,4
2016-06-20,12:14:00,0,339,282,24,21,12,76.65,15,200110536,4
2016-06-20,12:29:00,0,398,339,25,17,17,77.91,15,200110536,4
2016-06-20,12:44:00,0,392,329,27,19,17,77.56,15,200110536,4
2016-06-20,12:59:00,0,347,300,24,15,8,77.18,15,200110536,4
2016-06-20,13:14:00,0,385,314,27,21,23,75.62,15,200110536,4
2016-06-20,13:29:00,0,448,385,31,20,12,76.04,15,200110536,4
2016-06-20,13:44:00,0,447,389,24,20,14,76.63,15,200110536,4
2016-06-20,13:59:00,0,384,313,35,23,13,77.54,15,200110536,4
2016-06-20,14:14:00,0,457,408,18,19,12,78.76,15,200110536,4
2016-06-20,14:29:00,0,535,482,20,19,14,76.35,15,200110536,4
2016-06-20,14:44:00,0,431,370,32,18,11,76.86,15,200110536,4
2016-06-20,14:59:00,0,465,411,25,12,17,78.28,15,200110536,4
2016-06-20,15:14:00,0,526,459,31,22,14,78.6,15,200110536,4
2016-06-20,15:29:00,0,531,464,40,15,12,79.05,15,200110536,4
2016-06-20,15:44:00,0,523,468,33,14,8,78.35,15,200110536,4
2016-06-20,15:59:00,0,545,483,38,12,12,79.55,15,200110536,4
2016-06-20,16:14:00,0,649,592,26,18,13,77.3,15,200110536,4
2016-06-20,16:29:00,0,627,579,25,17,6,77.74,15,200110536,4
2016-06-20,16:44:00,0,744,683,36,16,9,76.17,15,200110536,4
2016-06-20,16:59:00,0,630,585,26,8,11,77.95,15,200110536,4
2016-06-20,17:14:00,0,701,664,23,8,6,76.71,15,200110536,4
2016-06-20,17:29:00,0,764,726,23,3,12,76.34,15,200110536,4
2016-06-20,17:44:00,0,723,691,12,11,9,76.64,15,200110536,4
2016-06-20,17:59:00,0,650,622,16,8,4,74.84,15,200110536,4
2016-06-20,18:14:00,0,654,622,17,8,7,77.32,15,200110536,4
2016-06-20,18:29:00,0,631,603,18,3,7,78.06,15,200110536,4
2016-06-20,18:44:00,0,569,540,19,5,5,77.37,15,200110536,4
2016-06-20,18:59:00,0,439,421,8,4,6,78.46,15,200110536,4
2016-06-20,19:14:00,0,436,407,14,8,7,78.37,15,200110536,4
2016-06-20,19:29:00,0,385,353,14,10,8,79.6,15,200110536,4
2016-06-20,19:44:00,0,371,349,9,3,10,80.43,15,200110536,4
2016-06-20,19:59:00,0,316,300,6,7,3,79.4,15,200110536,4
2016-06-20,20:14:00,0,332,307,11,7,7,78.97,15,200110536,4
2016-06-20,20:29:00,0,299,277,12,5,5,81.1,15,200110536,4
2016-06-20,20:44:00,0,268,241,12,5,10,81.22,15,200110536,4
2016-06-20,20:59:00,0,268,252,8,4,4,78.41,15,200110536,4
2016-06-20,21:14:00,0,214,192,12,1,9,79.8,15,200110536,4
2016-06-20,21:29:00,0,223,209,10,2,2,80.25,15,200110536,4
2016-06-20,21:44:00,0,230,217,6,3,4,80.23,15,200110536,4
2016-06-20,21:59:00,0,234,215,12,3,4,79.39,15,200110536,4
2016-06-20,22:14:00,0,367,345,14,4,4,77.5,15,200110536,4
2016-06-20,22:29:00,0,338,318,10,4,6,78.4,15,200110536,4
2016-06-20,22:44:00,0,244,233,6,1,4,78.49,15,200110536,4
2016-06-20,22:59:00,0,243,231,8,2,2,78.06,15,200110536,4
2016-06-20,23:14:00,0,188,172,3,4,9,81.17,15,200110536,4
2016-06-20,23:29:00,0,149,136,5,3,5,81.34,15,200110536,4
2016-06-20,23:44:00,0,151,133,8,3,7,77.75,15,200110536,4
2016-06-20,23:59:00,0,136,123,5,4,4,82,15,200110536,4
2016-06-21,0:14:00,0,147,134,4,3,6,79.04,15,200110536,4
2016-06-21,0:29:00,0,197,183,4,2,8,80.07,15,200110536,4
2016-06-21,0:44:00,0,233,209,14,4,6,79.14,15,200110536,4
2016-06-21,0:59:00,0,198,179,6,9,4,80.3,15,200110536,4
2016-06-21,1:14:00,1,163,148,7,5,3,81.66,15,200110536,4
2016-06-21,1:29:00,1,106,93,4,5,4,81.31,15,200110536,4
2016-06-21,1:44:00,1,93,82,3,5,3,79.36,15,200110536,4
2016-06-21,1:59:00,1,74,60,4,2,8,81.79,15,200110536,4
2016-06-21,2:14:00,1,81,70,2,5,4,81.24,15,200110536,4
2016-06-21,2:29:00,1,97,83,3,3,8,81.39,15,200110536,4
2016-06-21,2:44:00,1,47,28,9,3,7,79.42,15,200110536,4
2016-06-21,2:59:00,1,53,43,2,3,5,81.29,15,200110536,4
2016-06-21,3:14:00,1,65,56,1,4,4,81.16,15,200110536,4
2016-06-21,3:29:00,1,62,52,5,3,2,79.26,15,200110536,4
2016-06-21,3:44:00,1,79,64,9,3,3,78.31,15,200110536,4
2016-06-21,3:59:00,1,94,79,9,3,3,79.26,15,200110536,4
2016-06-21,4:14:00,1,88,77,3,4,4,80.68,15,200110536,4
2016-06-21,4:29:00,1,129,111,8,4,6,80.24,15,200110536,4
2016-06-21,4:44:00,1,142,124,8,5,5,77.95,15,200110536,4
2016-06-21,4:59:00,1,171,153,10,4,4,81.13,15,200110536,4
2016-06-21,5:14:00,1,250,214,18,9,9,79.57,15,200110536,4
2016-06-21,5:29:00,1,289,257,13,12,7,78.62,15,200110536,4
2016-06-21,5:44:00,1,431,386,31,10,4,77.48,15,200110536,4
2016-06-21,5:59:00,1,542,454,66,15,7,75.96,15,200110536,4
2016-06-21,6:14:00,1,627,528,75,14,10,76.07,15,200110536,4
2016-06-21,6:29:00,1,577,500,56,14,7,77.15,15,200110536,4
2016-06-21,6:44:00,1,602,523,48,20,11,76.24,15,200110536,4
2016-06-21,6:59:00,1,614,535,42,23,14,74.97,15,200110536,4
2016-06-21,7:14:00,1,651,588,34,20,9,76.14,15,200110536,4
2016-06-21,7:29:00,1,637,583,27,18,9,76.81,15,200110536,4
2016-06-21,7:44:00,1,625,564,35,13,13,75.16,15,200110536,4
2016-06-21,7:59:00,1,557,516,21,12,8,70.32,15,200110536,4
2016-06-21,8:14:00,1,538,485,22,17,14,75.33,15,200110536,4
2016-06-21,8:29:00,1,589,532,25,17,15,76.56,15,200110536,4
2016-06-21,8:44:00,1,531,471,28,12,20,77.48,15,200110536,4
2016-06-21,8:59:00,1,534,481,26,17,10,76.97,15,200110536,4
2016-06-21,9:14:00,1,503,447,24,19,13,76.92,15,200110536,4
2016-06-21,9:29:00,1,516,445,23,30,18,76.18,15,200110536,4
2016-06-21,9:44:00,1,417,371,21,17,8,77.58,15,200110536,4
2016-06-21,9:59:00,1,443,364,30,28,21,77.59,15,200110536,4
2016-06-21,10:14:00,1,415,338,33,25,19,77.51,15,200110536,4
2016-06-21,10:29:00,1,367,305,30,19,13,79.65,15,200110536,4
2016-06-21,10:44:00,1,364,306,27,22,9,78.57,15,200110536,4
2016-06-21,10:59:00,1,376,309,38,19,10,78.28,15,200110536,4
2016-06-21,11:14:00,1,363,295,33,22,13,78.24,15,200110536,4
2016-06-21,11:29:00,1,350,295,20,26,9,78.97,15,200110536,4
2016-06-21,11:44:00,1,364,314,16,22,12,77.27,15,200110536,4
2016-06-21,11:59:00,1,370,309,19,25,17,78.02,15,200110536,4
2016-06-21,12:14:00,1,402,363,21,13,5,78.58,15,200110536,4
2016-06-21,12:29:00,1,379,328,19,13,19,79.82,15,200110536,4
2016-06-21,12:44:00,1,459,400,27,18,14,78.37,15,200110536,4
2016-06-21,12:59:00,1,392,351,15,15,11,79.09,15,200110536,4
2016-06-21,13:14:00,1,381,331,20,15,15,77.99,15,200110536,4
2016-06-21,13:29:00,1,380,333,13,24,10,78.36,15,200110536,4
2016-06-21,13:44:00,1,382,318,25,18,21,79.82,15,200110536,4
2016-06-21,13:59:00,1,431,378,24,20,9,79.25,15,200110536,4
2016-06-21,14:14:00,1,528,461,28,25,14,78.29,15,200110536,4
2016-06-21,14:29:00,1,469,398,30,29,12,78.63,15,200110536,4
2016-06-21,14:44:00,1,438,382,28,18,10,78.21,15,200110536,4
2016-06-21,14:59:00,1,432,377,32,14,9,78.84,15,200110536,4
2016-06-21,15:14:00,1,540,474,35,23,8,78.03,15,200110536,4
2016-06-21,15:29:00,1,475,422,35,11,7,78.57,15,200110536,4
2016-06-21,15:44:00,1,542,479,31,17,15,78,15,200110536,4
2016-06-21,15:59:00,1,532,478,27,14,13,78.38,15,200110536,4
2016-06-21,16:14:00,1,670,601,33,22,14,77.74,15,200110536,4
2016-06-21,16:29:00,1,644,595,26,11,12,77.04,15,200110536,4
2016-06-21,16:44:00,1,689,647,22,8,12,77.24,15,200110536,4
2016-06-21,16:59:00,1,612,576,16,8,12,78.61,15,200110536,4
2016-06-21,17:14:00,1,738,692,21,14,11,77.35,15,200110536,4
2016-06-21,17:29:00,1,746,713,17,9,7,76.63,15,200110536,4
2016-06-21,17:44:00,1,699,662,25,8,4,77.16,15,200110536,4
2016-06-21,17:59:00,1,723,690,15,12,6,77.15,15,200110536,4
2016-06-21,18:14:00,1,626,589,20,8,9,77.84,15,200110536,4
2016-06-21,18:29:00,1,534,507,16,2,9,78.56,15,200110536,4
2016-06-21,18:44:00,1,496,462,15,9,10,78.67,15,200110536,4
2016-06-21,18:59:00,1,431,406,12,5,8,80.91,15,200110536,4
2016-06-21,19:14:00,1,492,456,22,5,9,79.4,15,200110536,4
2016-06-21,19:29:00,1,433,416,9,3,5,81.65,15,200110536,4
2016-06-21,19:44:00,1,447,424,11,4,8,80.05,15,200110536,4
2016-06-21,19:59:00,1,427,401,13,7,6,80.44,15,200110536,4
2016-06-21,20:14:00,1,346,329,11,1,5,82.07,15,200110536,4
